75.14252537,0.0511727,,75.14252537,0.068763326,,75.15482343,0.0501066,,,,,
75.02158148,0.0213219,,75.02160082,0.03891258,,75.02158148,0.03891257,,,,,
75.02158148,0.0341151,,75.02160082,0.051705757,,74.97938839,0.0660981,,,,,
74.94902062,0.0597014,,74.9492327,0.077292111,,74.92501578,0.0788912,,,,,
74.92501578,0.0597014,,74.92514101,0.077292111,,74.85309341,0.0335821,,,,,
74.78085794,0,,74.78091554,0.05010661,,74.78672187,0.0277185,,,,,
74.75696068,0.0746268,,74.74494586,0.062366738,,74.75696068,0.04104476,,,,,
74.73307868,0.0948827,,74.62529653,0.048507463,,74.72677278,0.0602345,,,,,
74.60716246,0.0927505,,74.5536906,0.042110874,,74.70291006,0.0799573,,,,,
74.55377645,0.0794243,,74.50007631,0.019722814,,74.63141326,0.0724947,,,,,
74.55960482,0.0501066,,74.45248382,0.052238806,,74.59549176,0.0794243,,,,,
74.46422398,0.02878461,,74.31007049,0.068230277,,74.53584873,0.05703623,,,,,
74.40479059,0.066098,,74.27455227,0.004264392,,74.46422398,0.0623667,,,,,
74.33386304,0.0591684,,74.24497965,0.03358209,,74.40479059,0.0831556,,,,,
74.25684374,0.0026652,,74.15050539,0.075159915,,74.35169372,0.0783582,,,,,
74.22705831,0.0879531,,74.0033697,0.054371002,,74.28620799,0.0335821,,,,,
74.1977408,0.109275,,73.93295176,0.076759062,,74.25106261,0.048507449,,,,,
74.09752572,0.1375269,,73.83926942,0.085287846,,74.23328016,0.0730277,,,,,
73.93888986,0.1609809,,73.78667733,0.050639659,,74.01525067,0.048507449,,,,,
73.92125661,0.1855009,,73.57125026,0.07196162,,73.96226689,0.076226,,,,,
73.83321633,0.2100209,,73.4842729,0.079957356,,73.90363176,0.1119403,,,,,
73.70505348,0.1934969,,73.42640216,0.048507463,,73.77478555,0.08742,,,,,
73.6468253,0.1972279,,73.33976674,0.026119403,,73.72828285,0.0644989,,,,,
73.58868905,0.1924309,,73.27636392,0.052771855,,73.66432785,0.04157781,,,,,
73.536314,0.1705759,,73.21307063,0.064498934,,73.61184512,0.0756929,,,,,
73.47835202,0.1423239,,73.09254113,0.057569296,,73.54809188,0.0613006,,,,,
73.42656871,0.1140725,,73.00669129,0.078891258,,73.47269147,0.0895522,,,,,
73.40917894,0.0948827,,73.00097517,0.107675906,,73.42656871,0.05490404,,,,,
73.36270176,0.0847548,,72.91534018,0.052771855,,73.3974455,0.0373134,,,,,
73.30501304,0.0863539,,72.8754459,0.099680171,,73.33406293,0.0229211,,,,,
73.21886607,0.08742,,72.79010499,0.107675906,,73.25347367,0.0602345,,,,,
73.10963444,0.0820895,,72.72764858,0.085820896,,73.21324542,0.0666311,,,,,
